Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Loop,https://www.crunchbase.com/organization/loop-9293,,Private,For Profit,11-50,,Series B,2023-10-03,,2021-01-01,year,Active,,,1,4,Early Stage Venture,35000000,USD,35000000,35000000,USD,35000000,Series B,65000000,USD,65000000,65000000,USD,65000000,"8VC, Founders Fund, Index Ventures, Susa Ventures, 9Yards Capital",17,"San Francisco Bay Area, West Coast, Western US","Financial Services, Information Technology, Payments, Software, Transportation",,,,,,"Financial Services, FinTech, Information Technology, Logistics, Payments, SaaS","San Francisco, California, United States",
Garner Health,https://www.crunchbase.com/organization/garner-health,,Private,For Profit,51-100,,Series B,2021-12-14,,2019-01-01,year,Active,,,1,4,Early Stage Venture,45000000,USD,45000000,45000000,USD,45000000,Series B,61299999,USD,61299999,61299999,USD,61299999,"Thrive Capital, Founders Fund, BoxGroup, Maverick Ventures, Optum Ventures",9,"Greater New York Area, East Coast, Northeastern US","Administrative Services, Data and Analytics, Health Care",,,,,,"Big Data, Business Intelligence, Employee Benefits, Health Care, Medical","New York, New York, United States",
Incode Technologies,https://www.crunchbase.com/organization/incode-technologies,Growing,Private,For Profit,251-500,Made Acquisitions,Series B,2021-12-07,,2015-01-01,year,Active,,,1,4,Early Stage Venture,220000000,USD,220000000,220000000,USD,220000000,Series B,257050000,USD,257050000,257050000,USD,257050000,"SoftBank, JP Morgan, Framework Ventures, FJ Labs, General Atlantic",13,"San Francisco Bay Area, West Coast, Western US","Biotechnology, Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",,Medium,,,,"Biometrics, FinTech, Identity Management, Payments, Software","San Francisco, California, United States",
Envoy,https://www.crunchbase.com/organization/envoy,,Private,For Profit,251-500,Made Acquisitions,Series C,2021-12-30,,2013-02-01,day,Active,,,1,4,Late Stage Venture,111000000,USD,111000000,111000000,USD,111000000,Series C,170150000,USD,170150000,170150000,USD,170150000,"Andreessen Horowitz, Menlo Ventures, Haystack, BAM Elevate, Garry Tan",23,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Real Estate, Software",,,,,,"Facility Management, Human Resources, Office Administration, Software","San Francisco, California, United States",
TransTRACK.ID,https://www.crunchbase.com/organization/transtrack-id,Growing,Private,For Profit,51-100,,Series A,2024-08-29,,2019-04-15,day,Active,,,1,4,Early Stage Venture,12000000,IDR,776,12000000,IDR,776,Series A,2703059,USD,2703059,2703059,USD,2703059,"Bintang Delapan, Eurazeo, AppWorks, Cocoon Capital, Accelerating Asia",12,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Internet Services, Transportation",,,,,,"Internet of Things, Logistics","Dki Jakarta, Jakarta Raya, Indonesia",
Settle,https://www.crunchbase.com/organization/settle-ca56,,Private,For Profit,51-100,,Debt Financing,2023-07-25,,2019-11-01,month,Active,,,1,8,Early Stage Venture,145000000,USD,145000000,74999750,USD,74999750,Series B,95999750,USD,95999750,520999750,USD,520999750,"Atalaya Capital, Founders Fund, Kleiner Perkins, Stripes, Activant Capital",19,"San Francisco Bay Area, West Coast, Western US","Financial Services, Other, Payments, Professional Services, Software",,,,,,"B2B, Finance, Financial Services, FinTech, Management Consulting, Payments, Software","San Francisco, California, United States",
Tive,https://www.crunchbase.com/organization/tive,,Private,For Profit,101-250,Made Acquisitions,Non-equity Assistance,2022-08-18,,2015-01-01,year,Active,,,1,9,Early Stage Venture,,,,54000000,USD,54000000,Series B,81929989,USD,81929989,81929989,USD,81929989,"Techstars, Qualcomm Ventures, Plug and Play, Fifth Wall, Sorenson Capital",18,"Greater Boston Area, East Coast, New England","Internet Services, Software, Transportation",$100M to $500M,,,,,"Enterprise Software, Internet of Things, Shipping, Software, Supply Chain Management","Boston, Massachusetts, United States",
TiLT,https://www.crunchbase.com/organization/tilt-aeaa,,Private,For Profit,51-100,,Series B,2024-08-27,,2017-08-18,day,Active,,,1,5,Early Stage Venture,15000000,USD,15000000,15000000,USD,15000000,Series B,30116837,USD,30116837,30116837,USD,30116837,"Techstars, Origin Ventures, Matchstick Ventures, HearstLab, Firework Ventures",9,Western US,"Administrative Services, Health Care, Professional Services, Software",,,,,,"Business Development, Employee Benefits, Human Resources, Software","Fort Collins, Colorado, United States",
LongHash Ventures,https://www.crunchbase.com/organization/longhash,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2019-03-20,"Accelerator, Venture Capital",2018-01-01,year,Active,,"Early Stage Venture, Grant, Seed, Venture",1,1,,10000000,CNY,1493764,10000000,CNY,1493764,Venture - Series Unknown,10000000,CNY,1493764,10000000,CNY,1493764,"Fenbushi Capital, Hashkey Exchange",2,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Financial Services, Information Technology, Internet Services",,Medium,,,,"Financial Services, Information Technology, Internet","Singapore, Central Region, Singapore",118
BlockTower Capital,https://www.crunchbase.com/organization/blocktower-capital,Stable,Private,For Profit,11-50,Made Acquisitions,Venture - Series Unknown,2018-01-04,Venture Capital,2017-01-01,year,Active,,"Early Stage Venture, Initial Coin Offering, Seed, Venture",1,1,,140000000,USD,140000000,140000000,USD,140000000,Venture - Series Unknown,140000000,USD,140000000,140000000,USD,140000000,"Andreessen Horowitz, Union Square Ventures, Blue Collective, Circle Ventures",4,"Greater Miami Area, East Coast, Southern US","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,Low,,,,"Blockchain, Cryptocurrency, Finance, FinTech, Virtual Currency","Miami, Florida, United States",52
EnerVenue,https://www.crunchbase.com/organization/enervenue,Growing,Private,For Profit,251-500,,Series B,2024-06-05,,2020-01-01,year,Active,,,1,3,Early Stage Venture,308146685,USD,308146685,308146685,USD,308146685,Series B,420146685,USD,420146685,420146685,USD,420146685,"SLB, Saudi Aramco Energy Ventures, Doug Kimmelman, Peter Lee",4,"San Francisco Bay Area, Silicon Valley, West Coast","Energy, Sustainability",,,,,,"Energy, Renewable Energy","Fremont, California, United States",
fabric,https://www.crunchbase.com/organization/fabric-3ad9,,Private,For Profit,101-250,,Series C,2022-02-24,,2016-01-01,day,Active,,,1,5,Late Stage Venture,140000000,USD,140000000,140000000,USD,140000000,Series C,293500000,USD,293500000,293500000,USD,293500000,"Eniac Ventures, Sierra Ventures, B Capital, Stripes, Norwest Venture Partners",15,"Greater Seattle Area, West Coast, Western US","Commerce and Shopping, Hardware, Internet Services, Other, Software",,,,,,"B2B, B2C, E-Commerce, E-Commerce Platforms, Retail Technology, SaaS, Wholesale","Seattle, Washington, United States",
Luminance,https://www.crunchbase.com/organization/luminance,,Private,For Profit,101-250,,Series B,2024-04-02,,2015-01-01,year,Active,,,1,6,Early Stage Venture,32000000,GBP,40243524,32000000,GBP,40243524,Series B,63243524,USD,63243524,63243524,USD,63243524,"March Capital, Talis Capital, National Grid Partners (NGP), Future Fifty, Resilience Capital Partners",7,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Computer, Contact Management, Generative AI, Legal, Legal Tech, Machine Learning, Retail Technology, Software","Cambridge, Cambridgeshire, United Kingdom",
Dexterity,https://www.crunchbase.com/organization/dexterity-93d4,,Private,For Profit,101-250,,Series B,2021-10-13,,2017-01-01,year,Active,,,1,4,Early Stage Venture,140000000,USD,140000000,140000000,USD,140000000,Series B,196200000,USD,196200000,196200000,USD,196200000,"Lightspeed Venture Partners, Kleiner Perkins, Liquid 2 Ventures, Obvious Ventures, Ballistic Ventures",10,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Logistics, Robotics, Supply Chain Management, Warehouse Automation, Warehousing","Redwood City, California, United States",
TILT,https://www.crunchbase.com/organization/tilt-7df1,,Private,For Profit,11-50,,Series A,2024-08-23,,2021-01-01,year,Active,,,1,3,Early Stage Venture,13700000,GBP,17962549,13700000,GBP,17962549,Series A,20962549,USD,20962549,20962549,USD,20962549,"Earlybird Venture Capital, Seedcamp, Balderton Capital, Charlie Songhurst, TQ Ventures",12,"Europe, Middle East, and Africa (EMEA)","Apps, Commerce and Shopping, Content and Publishing, Media and Entertainment, Software, Video",,,,,,"Apps, E-Commerce, Shopping, Video Streaming","London, England, United Kingdom",
Shot Scope,https://www.crunchbase.com/organization/shot-scope,Growing,Private,For Profit,11-50,,Series B,2024-07-31,,2013-01-01,year,Active,,,1,8,Early Stage Venture,7800000,EUR,8443752,7800000,EUR,8443752,Series B,16899662,USD,16899662,20048997,USD,20048997,"PwC, Virgin Money, Scottish Enterprise, Growthdeck, Guinness Ventures",9,"Europe, Middle East, and Africa (EMEA)","Apps, Consumer Electronics, Hardware, Mobile, Other, Professional Services, Software, Sports",,,,,,"Customer Service, Golf, Mobile Apps, Software, Sports, Wearables","Edinburgh, Edinburgh, City of, United Kingdom",
Wunder Mobility,https://www.crunchbase.com/organization/wundermobility,Growing,Private,For Profit,101-250,Made Acquisitions,Series B,2022-10-05,,2014-01-01,year,Active,,,1,7,Early Stage Venture,12000000,EUR,11894236,12000000,EUR,11894236,Series B,81894236,USD,81894236,81894236,USD,81894236,"TA Associates, FJ Labs, Blumberg Capital, Cherry Ventures, Partech",26,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Internet Services, Other, Software, Sustainability, Transportation",,,,,,"B2B, Car Sharing, Electric Vehicle, Fleet Management, Internet, Sharing Economy, Software, Sustainability","Hamburg, Hamburg, Germany",
Gig Wage,https://www.crunchbase.com/organization/visage-payroll,Growing,Private,For Profit,11-50,,Debt Financing,2021-07-10,,2014-06-02,day,Active,,,1,7,Early Stage Venture,3250000,USD,3250000,2500000,USD,2500000,Series A,13220000,USD,13220000,16470000,USD,16470000,"Techstars, MassChallenge, Revolution’s Rise of the Rest Seed Fund, Green Dot, Silicon Valley Bank",11,"Dallas/Fort Worth Metroplex, Southern US","Administrative Services, Financial Services, Health Care, Payments, Software",,,,,,"Employee Benefits, Financial Services, FinTech, Human Resources, Payments, SaaS, Software","Dallas, Texas, United States",
infinyte.club,https://www.crunchbase.com/organization/infinyte-club,Growing,Private,For Profit,1-10,,Seed,2024-08-12,,,,Active,,,1,2,Seed,302000000,INR,3597015,302000000,INR,3597015,Seed,7117015,USD,7117015,7117015,USD,7117015,"Elevation Capital, peercheque, Kunal Shah, Vidit Aatrey, Harshil Mathur",12,Asia-Pacific (APAC),Financial Services,,High,,,,"Asset Management, Finance, Financial Services","Bengaluru, Karnataka, India",
Emory University,https://www.crunchbase.com/organization/emory-university,,Private,,10001+,,Grant,2024-08-28,University Program,1836-12-10,day,Active,,,1,16,,400000,USD,400000,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,704592000,USD,704592000,"National Institutes of Health, Bob Woodruff Foundation, US Department of Commerce, Economic Development Administation, Bill & Melinda Gates Foundation, Parkinson's Foundation",10,"Greater Atlanta Area, East Coast, Southern US","Education, Health Care, Software",,,,,,"E-Learning, Education, Health Care","Atlanta, Georgia, United States",2
Clarapath,https://www.crunchbase.com/organization/clarapath,Growing,Private,For Profit,11-50,Made Acquisitions,Series B,2024-07-24,,2014-01-01,day,Active,,,1,5,Early Stage Venture,36000000,USD,36000000,36000000,USD,36000000,Series B,75159000,USD,75159000,75159000,USD,75159000,"Mayo Clinic, Ochsner Health System, Northwell Ventures, The CU Healthcare Innovation Fund, East Post Road Ventures",8,"Greater New York Area, East Coast, Northeastern US","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biotechnology, Health Care, Medical","New York, New York, United States",
Loyal,https://www.crunchbase.com/organization/loyal,,Private,For Profit,101-250,,Series B,2024-07-22,,2015-10-01,month,Active,,,1,2,Early Stage Venture,33500000,USD,33500000,33500000,USD,33500000,Series B,46000000,USD,46000000,46000000,USD,46000000,Concord Health Partners,1,"Greater Atlanta Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning, Medical","Atlanta, Georgia, United States",
Omio,https://www.crunchbase.com/organization/omio,,Private,For Profit,251-500,Made Acquisitions,Series E,2022-06-20,,2013-01-01,year,Active,,,1,10,Late Stage Venture,80000000,USD,80000000,80000000,USD,80000000,Series E,376000000,USD,376000000,476000000,USD,476000000,"New Enterprise Associates, Goldman Sachs Asset Management, Kleiner Perkins, Lakestar, Hillhouse Investment",31,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Internet Services, Software, Travel and Tourism",,,,,,"Internet, Search Engine, Software, Travel, Travel Accommodations","Berlin, Berlin, Germany",
Sandbox VR,https://www.crunchbase.com/organization/sandbox-vr,Growing,Private,For Profit,501-1000,,Series B,2021-11-10,,2016-04-01,day,Active,,,1,5,Early Stage Venture,37000000,USD,37000000,37000000,USD,37000000,Series B,63000000,USD,63000000,63000000,USD,63000000,"Alibaba Group, Andreessen Horowitz, Stanford University, Abstract Ventures, Quiet Capital",33,"San Francisco Bay Area, West Coast, Western US","Data and Analytics, Hardware, Internet Services, Media and Entertainment, Navigation and Mapping, Software",,Medium,,,,"Content, Digital Entertainment, Location Based Services, Metaverse, Virtual Reality","San Francisco, California, United States",
Elevate,https://www.crunchbase.com/organization/elevate-services-inc,,Private,For Profit,1001-5000,Made Acquisitions,Debt Financing,2024-07-25,,2011-07-04,day,Active,,,1,7,Late Stage Venture,20000000,USD,20000000,10000000,USD,10000000,Series C,40000000,USD,40000000,125000000,USD,125000000,"Runway Growth Capital, Kayne Anderson Growth Capital, Morgan Stanley Expansion Capital, Liam Brown",4,"Greater Los Angeles Area, West Coast, Western US","Professional Services, Software",,,,,,"Consulting, Legal, Legal Tech, SaaS","Los Angeles, California, United States",
DFINITY,https://www.crunchbase.com/organization/dfinity,,Private,Non-profit,251-500,,Secondary Market,2023-07-07,,2016-01-01,year,Active,,,1,6,,,,,102000000,USD,102000000,Venture - Series Unknown,166875499,USD,166875499,166875499,USD,166875499,"Andreessen Horowitz, Polychain, IOSG Ventures, Multicoin Capital, Amino Capital",21,"Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cloud Computing, Cryptocurrency, Internet, Software, Web Development","Zürich, Zurich, Switzerland",7
Seekr Technologies,https://www.crunchbase.com/organization/seekr-fb2a,Growing,Private,For Profit,51-100,Made Acquisitions,Series A,2023-04-01,,2021-02-01,month,Active,,,1,3,Early Stage Venture,59000000,USD,59000000,59000000,USD,59000000,Series A,87000000,USD,87000000,129500000,USD,129500000,,,"Washington DC Metro Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Internet, Machine Learning, SaaS","Vienna, Virginia, United States",
CreatorIQ,https://www.crunchbase.com/organization/creatoriq,Growing,Private,For Profit,101-250,Made Acquisitions,Series D,2021-09-14,,2014-01-01,year,Active,,,1,5,Late Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series D,80800000,USD,80800000,80800000,USD,80800000,"Kayne Anderson Growth Capital, Unilever Ventures, Silver Lake Waterman, TriplePoint Ventures, TVC Capital",11,"Greater Los Angeles Area, West Coast, Western US","Advertising, Sales and Marketing, Software",$100M to $500M,,,,,"Advertising Platforms, Brand Marketing, Enterprise Software, SaaS, Social Media Marketing","Culver City, California, United States",
iconectiv,https://www.crunchbase.com/organization/iconectiv,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Private Equity,2017-08-11,,1983-01-01,year,Active,,,1,1,M&A,200000000,USD,200000000,200000000,USD,200000000,Private Equity,200000000,USD,200000000,200000000,USD,200000000,Francisco Partners,1,"East Coast, Northeastern US","Hardware, Mobile, Software",,,,,,"Enterprise Software, Mobile, Software, Telecommunications, Wireless","Bridgewater, New Jersey, United States",
CSA Medical,https://www.crunchbase.com/organization/csa-medical,,Private,For Profit,51-100,,Series D,2024-09-09,,1993-01-01,year,Active,,,1,9,Late Stage Venture,53000000,USD,53000000,53000000,USD,53000000,Series D,156118361,USD,156118361,159045664,USD,159045664,"Horizon Technology Finance, New Markets Venture Partners, SV Health Investors, Ascension Ventures, Rose Park Advisors",12,"Greater Baltimore-Maryland Area, East Coast, Southern US","Biotechnology, Health Care, Science and Engineering",$100M to $500M,,,,,"Biotechnology, Health Care, Medical, Medical Device","Lutherville Timonium, Maryland, United States",
InCred,https://www.crunchbase.com/organization/incred,,Private,For Profit,1001-5000,Made Acquisitions,Series D,2023-11-09,,2016-01-01,year,Active,,,1,9,Late Stage Venture,5000000000,INR,60011517,5000000000,INR,60011517,Series D,235111517,USD,235111517,314437497,USD,314437497,"FMO, Moore Strategic Ventures, Sattva Group, Alpha Capital, Ranjan Pai",21,Asia-Pacific (APAC),"Financial Services, Lending and Investments",,,,,,"Banking, Consumer Lending, Finance, Financial Services, FinTech, Lending","Mumbai, Maharashtra, India",13
LISNR,https://www.crunchbase.com/organization/lisnr-llc,Growing,Private,For Profit,11-50,,Non-equity Assistance,2020-09-22,,2012-03-01,day,Active,,,1,11,,,,,,,,Venture - Series Unknown,30800000,USD,30800000,30800000,USD,30800000,"Techstars, Visa, Mercury, Intel Capital, SeedInvest",22,"San Francisco Bay Area, West Coast, Western US","Commerce and Shopping, Data and Analytics, Events, Financial Services, Hardware, Internet Services, Media and Entertainment, Mobile, Music and Audio, Payments, Software, Transportation",$50M to $100M,,,,,"Analytics, Audio, Automotive, FinTech, Internet of Things, Mobile, Mobile Payments, Retail Technology, Ticketing, Transportation","Oakland, California, United States",
SPHERE,https://www.crunchbase.com/organization/sphere-technology-solutions,,Private,For Profit,101-250,,Series B,2022-11-30,,2009-01-01,year,Active,,,1,3,Early Stage Venture,31000000,USD,31000000,31000000,USD,31000000,Series B,41000000,USD,41000000,45000000,USD,45000000,"Edison Partners, Forgepoint Capital, Omkhar Arasaratnam, Adnane Charchour, Joel Caminer",5,"Greater New York Area, East Coast, Northeastern US","Data and Analytics, Information Technology, Privacy and Security, Professional Services, Software",,,,,,"Compliance, Cyber Security, Data Governance, Identity Management, SaaS, Software","Newark, New Jersey, United States",
Tala,https://www.crunchbase.com/organization/inventure-capital-2,,Private,For Profit,501-1000,Made Acquisitions,Venture - Series Unknown,2021-11-09,,2011-01-01,year,Active,,,1,13,,,,,,,,Venture - Series Unknown,217000000,USD,217000000,372000000,USD,372000000,"Google Ventures, DCVC, Mumbai Angels, Collaborative Fund, Notable Capital",28,"Greater Los Angeles Area, West Coast, Western US","Apps, Data and Analytics, Financial Services, Information Technology, Mobile, Payments, Software",,,,,,"Analytics, Apps, Big Data, Finance, Financial Services, FinTech, Information Technology, Mobile, Mobile Payments, Payments","Santa Monica, California, United States",
Uniqkey,https://www.crunchbase.com/organization/uniqkey,,Private,For Profit,11-50,,Venture - Series Unknown,2024-08-29,,2017-01-01,year,Active,,,1,7,,5350000,EUR,5957312,5350000,EUR,5957312,Venture - Series Unknown,12473860,EUR,13970626,12473860,EUR,13970626,"Otto Krabbe, Rolf Bladt, Lars Ankjer, BackingMinds, Jesper Zerlang",5,"European Union (EU), Nordic Countries, Scandinavia","Information Technology, Privacy and Security, Software",,,,,,"Cyber Security, Identity Management, Information Technology, Network Security, Software","Herlev, Hovedstaden, Denmark",
ZeroAvia,https://www.crunchbase.com/organization/zeroavia-inc,Growing,Private,For Profit,251-500,Made Acquisitions,Venture - Series Unknown,2024-07-09,,2017-11-01,month,Active,,,1,16,,,,,,,,Venture - Series Unknown,239700000,USD,239700000,259950000,USD,259950000,"NEOM, Innovate UK, Alumni Ventures, Elemental Excelerator, Barclays",33,"San Francisco Bay Area, West Coast, Western US","Manufacturing, Science and Engineering, Sustainability, Transportation",,High,,,,"Aerospace, Air Transportation, CleanTech, Industrial","Hollister, California, United States",
NationsBenefits,https://www.crunchbase.com/organization/nationsbenefits,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2022-04-07,,2015-01-01,day,Active,,,1,2,Private Equity,,,,,,,Private Equity,170000000,USD,170000000,170000000,USD,170000000,"Monroe Capital, General Atlantic, Denali Growth Partners, The Pritzker Organization",4,"Greater Miami Area, East Coast, Southern US","Financial Services, Health Care",,,,,,"Health Care, Health Insurance, Home Health Care","Plantation, Florida, United States",
Redbeard Ventures,https://www.crunchbase.com/organization/redbeard-ventures,,Private,For Profit,1-10,,Venture - Series Unknown,2023-05-17,"Syndicate, Venture Capital",2020-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Seed, Venture",1,1,,25000000,USD,25000000,25000000,USD,25000000,Venture - Series Unknown,25000000,USD,25000000,25000000,USD,25000000,"Animoca Brands, Marc Andreessen, Chris Dixon, John Crain",4,"Greater New York Area, East Coast, Northeastern US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Software",,,,,,"Finance, Financial Services, FinTech, Metaverse, Venture Capital, Web3","Brooklyn, New York, United States",43
ANSR,https://www.crunchbase.com/organization/ansr-consulting,,Private,For Profit,501-1000,Made Acquisitions,Venture - Series Unknown,2023-10-25,,2008-01-01,year,Active,,,1,3,,150000000,USD,150000000,150000000,USD,150000000,Venture - Series Unknown,171700000,USD,171700000,171700000,USD,171700000,"Accel, Infosys, Evolvence India Fund, Sistema Asia Capital, ServiceNow Ecosystem Ventures",6,Asia-Pacific (APAC),"Information Technology, Professional Services",,,,,,"Business Development, Information Technology","Bangalore, Karnataka, India",
Baseload Capital,https://www.crunchbase.com/organization/baseload-capital,Growing,Private,For Profit,11-50,,Series B,2024-09-04,,2018-01-01,year,Active,,,1,5,Early Stage Venture,53000000,EUR,58591893,53000000,EUR,58591893,Series B,96091893,USD,96091893,146802122,USD,146802122,"Baker Hughes, Breakthrough Energy Ventures, Chevron Technology Ventures, Ingka Investments, Gullspång Invest",7,"European Union (EU), Nordic Countries, Scandinavia","Financial Services, Lending and Investments",,,,,,"Banking, Crowdfunding, Financial Services","Stockholm, Stockholms Lan, Sweden",
Switch Bioworks,https://www.crunchbase.com/organization/switch-bioworks,Growing,Private,For Profit,11-50,,Seed,2024-09-05,,2022-01-01,year,Active,,,1,4,Seed,17000000,USD,17000000,17000000,USD,17000000,Seed,23600000,USD,23600000,25100000,USD,25100000,"Grantham Foundation, Astanor Ventures, Emerson Collective, Acre Venture Partners, Thia Ventures",9,"San Francisco Bay Area, Silicon Valley, West Coast","Agriculture and Farming, Biotechnology, Science and Engineering, Sustainability",,,,,,"Agriculture, AgTech, Biotechnology, CleanTech","San Carlos, California, United States",
Kevel,https://www.crunchbase.com/organization/kevel,Growing,Private,For Profit,51-100,Made Acquisitions,Series C,2024-03-07,,2010-01-01,year,Active,,,1,6,Late Stage Venture,23000000,USD,23000000,23000000,USD,23000000,Series C,44650000,USD,44650000,45150000,USD,45150000,"Lighter Capital, Great Oaks Venture Capital, AperiamVentures, Fulcrum Equity Partners, Triangle Tweener Fund",13,"Research Triangle, East Coast, Southern US","Advertising, Internet Services, Software",$10M to $50M,High,,,,"Ad Server, Advertising Platforms, Cloud Computing, Developer APIs, Developer Tools","Durham, North Carolina, United States",
Opal,https://www.crunchbase.com/organization/opal-3a69,,Private,For Profit,1-10,,Series B,2024-08-08,,2020-01-01,year,Active,,,1,2,Early Stage Venture,60000000,USD,60000000,60000000,USD,60000000,Series B,77000000,USD,77000000,77000000,USD,77000000,"OpenAI Startup Fund, Founders Fund, Kindred Ventures, Slack Fund, Fresh Ventures",8,"San Francisco Bay Area, West Coast, Western US","Consumer Electronics, Hardware, Manufacturing",,,,,,"Electronics, Hardware, Manufacturing","San Francisco, California, United States",
Zenas BioPharma,https://www.crunchbase.com/organization/zenas-biopharma,Growing,Private,For Profit,51-100,,Series C,2024-05-07,,2020-01-01,year,Active,,,1,3,Late Stage Venture,200000000,USD,200000000,200000000,USD,200000000,Series C,318000000,USD,318000000,318000000,USD,318000000,"Wellington Management, New Enterprise Associates, Xencor, Enavate Sciences, Perceptive Advisors",20,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,High,,,,"Biopharma, Health Care, Pharmaceutical","Waltham, Massachusetts, United States",
SparkCognition,https://www.crunchbase.com/organization/sparkcognition,Growing,Private,For Profit,251-500,Made Acquisitions,Secondary Market,2024-04-13,,2013-01-01,year,Active,,,1,9,Late Stage Venture,,,,123000000,USD,123000000,Series D,285875000,USD,285875000,286581738,USD,286581738,"US Department of Energy, The Boeing Company, Hearst Ventures, March Capital, MSD Capital",35,Southern US,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",$1B to $10B,,,,,"Analytics, Artificial Intelligence (AI), Cyber Security, Machine Learning, Software","Austin, Texas, United States",
Turntable Labs,https://www.crunchbase.com/organization/turntable-live-tt-live-ttfm-labs,,Private,For Profit,11-50,Made Acquisitions,Seed,2024-08-29,,2020-01-01,year,Active,,,1,1,Seed,8200000,USD,8200000,8200000,USD,8200000,Seed,8200000,USD,8200000,8200000,USD,8200000,"Founders Fund, f7 Ventures, 468 Capital, Elizabeth Street Ventures, Michael Guimarin",5,"Greater Miami Area, East Coast, Southern US","Media and Entertainment, Music and Audio",,,,,,Music,"Miami, Florida, United States",
BEN & GAWS,https://www.crunchbase.com/organization/ben-gaws,,Private,For Profit,51-100,,Seed,2024-08-23,,2016-01-01,year,Active,,,1,4,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3884338,USD,3884338,3884338,USD,3884338,"Inflection Point Ventures, IIM Calcutta Innovation Park, ICMG Partners, Physis Capital",4,Asia-Pacific (APAC),"Design, Energy, Manufacturing, Science and Engineering",,,,,,"Chemical, Fuel, Industrial, Machinery Manufacturing, Product Design","New Delhi, Delhi, India",
Jupiter Endovascular,https://www.crunchbase.com/organization/jupiter-endovascular,,Private,For Profit,11-50,,Series A,2024-08-15,,2024-01-01,year,Active,,,1,1,Early Stage Venture,21000000,USD,21000000,21000000,USD,21000000,Series A,21000000,USD,21000000,21000000,USD,21000000,Sonder Capital,1,"San Francisco Bay Area, Silicon Valley, West Coast","Health Care, Manufacturing",,,,,,"Manufacturing, Medical, Medical Device","Menlo Park, California, United States",
Aceable,https://www.crunchbase.com/organization/aceable,Growing,Private,For Profit,251-500,Made Acquisitions,Series C,2020-12-17,,2012-10-01,day,Active,,,1,5,Late Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series C,105700000,USD,105700000,105700000,USD,105700000,"Capital Factory, Next Coast Ventures, Floodgate, Silverton Partners, NextGen Venture Partners",10,Southern US,"Education, Mobile, Real Estate, Software",$100M to $500M,,,,,"E-Learning, EdTech, Mobile, Real Estate, Training","Austin, Texas, United States",
