Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
VAUL3,https://www.crunchbase.com/organization/vaul3,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Internet Services, Lending and Investments, Science and Engineering, Software",,,,,,"Advertising Platforms, Artificial Intelligence (AI), Asset Management, Business Process Automation (BPA), Decentralized Finance (DeFi), Funding Platform, Information Technology, Internet, Robotic Process Automation (RPA), SaaS","London, England, United Kingdom",
iXiOO.com,https://www.crunchbase.com/organization/ixioo-com,,Private,For Profit,1-10,,Seed,2024-09-01,,2024-08-01,day,Active,,,1,1,Seed,,,,,,,Seed,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Generative AI, SaaS, Software","Lausanne, Vaud, Switzerland",
Essor,https://www.crunchbase.com/organization/essor-64ab,,Private,For Profit,,,Debt Financing,2024-09-06,,2024-08-01,month,Active,,,,2,,,,,,,,Venture - Series Unknown,,,,,,,"BlackRock, Khosla Ventures, PremjiInvest, Target Global, Victory Park Capital",8,,"Community and Lifestyle, Consumer Goods, Health Care",,,,,,"Lifestyle, Personal Care and Hygiene, Wellness",,
Amploo,https://www.crunchbase.com/organization/amploo,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Education, Financial Services, Other, Software",,,,,,"Asset Management, Collaboration, E-Learning, Human Resources, Knowledge Management, Productivity Tools, SaaS, Software, Task Management","San Francisco, California, United States",
Lookbk,https://www.crunchbase.com/organization/lookbk-ab4a,,Private,For Profit,1-10,,Pre-Seed,2024-09-01,,2024-08-01,month,Active,,,2,1,Seed,,,,,,,Pre-Seed,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Clothing and Apparel, Design, Software",,,,,,"Consumer Software, Fashion","San Francisco, California, United States",
nuDoors,https://www.crunchbase.com/organization/nudoors,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,2,,,,,,,,,,,,,,,,,,"Greater Philadelphia Area, East Coast, Northeastern US","Commerce and Shopping, Manufacturing, Real Estate",,,,,,"Construction, E-Commerce, Manufacturing, Wood Processing","West Berlin, New Jersey, United States",
FLUX.1 AI,https://www.crunchbase.com/organization/flux-1-ai,,Private,Non-profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graph Therapeutics,https://www.crunchbase.com/organization/graph-therapeutics,,Private,For Profit,1-10,,Pre-Seed,2024-08-01,,2024-08-01,month,Active,,,4,1,Seed,,,,,,,Pre-Seed,,,,,,,"Merantix, Mehdi Ghissassi",2,,"Biotechnology, Science and Engineering",,,,,,Biotechnology,,
fifth wheel ai,https://www.crunchbase.com/organization/fifth-wheel-6ec6,,Private,,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Big Data, Freight Service, Software, Transportation","Berkeley, California, United States",
Kalavai,https://www.crunchbase.com/organization/kalavai,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Cloud Management, Machine Learning","Los Angeles, California, United States",
Centillion.AI,https://www.crunchbase.com/organization/centillion-group-inc,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,Southern US,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Data Management, Database, Infrastructure","San Antonio, Texas, United States",
Hyves,https://www.crunchbase.com/organization/hyves-0161,,Private,For Profit,1-10,,Angel,2024-08-01,,2024-08-01,day,Active,,,1,1,Seed,,,,,,,Angel,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments, Software",,,,,,"Banking, FinTech, Software","Lagos, Lagos, Nigeria",
Qyra,https://www.crunchbase.com/organization/qyra,,Private,For Profit,1-10,,Pre-Seed,2024-09-01,,2024-08-01,day,Active,,,3,1,Seed,,,,,,,Pre-Seed,,,,,,,,,"Europe, Middle East, and Africa (EMEA)",Financial Services,,,,,,"Financial Services, FinTech","Lekki, Lagos, Nigeria",
Kremzein,https://www.crunchbase.com/organization/kremzein,,Private,For Profit,1-10,,Pre-Seed,2024-08-01,,2024-08-01,day,Active,,,,1,Seed,,,,,,,Pre-Seed,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Professional Services,,,,,,Business Development,"Cairo, Al Qahirah, Egypt",
Fluffy Muffins,https://www.crunchbase.com/organization/fluffy-muffins,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,5,,,,,,,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Other, Science and Engineering, Software",,,,,,"Apps, Artificial Intelligence (AI), Freemium, Generation Y, Generation Z, Generative AI, Natural Language Processing, SaaS, Social Media, Web Browsers","Halifax, Nova Scotia, Canada",
MutaVerse,https://www.crunchbase.com/organization/mutaverse,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Web3",,
GitLaw,https://www.crunchbase.com/organization/gitlaw,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Legal, Legal Tech, Software","San Francisco, California, United States",
Rogers Digital,https://www.crunchbase.com/organization/rogers-digital,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Internet Services, Sales and Marketing",,,,,,"Advertising, Digital Marketing, Marketing, Search Engine, SEO","Chorley, Lancashire, United Kingdom",
Faces of Impact,https://www.crunchbase.com/organization/faces-of-impact,,Private,,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Content and Publishing, Information Technology, Media and Entertainment",,,,,,"Information Services, News, Publishing, Social News","New York, New York, United States",
Stomp Loyalty,https://www.crunchbase.com/organization/stomp-loyalty,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Other, Sales and Marketing, Software",,,,,,"B2B, Enterprise Software, Loyalty Programs, Software",,
Suppa,https://www.crunchbase.com/organization/suppa-852f,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Other, Professional Services, Software",,,,,,"Chatbot, Customer Service, Generative AI, SaaS",,
Dumbbell Beginner,https://www.crunchbase.com/organization/dumbbell-beginner,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Apps, Mobile, Platforms, Software, Sports",,,,,,"Android, Fitness, iOS, Mobile Apps, Sports",,
Renewables Vault,https://www.crunchbase.com/organization/renewables-vault,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Energy, Financial Services, Lending and Investments, Sustainability",,,,,,"FinTech, Renewable Energy, Trading Platform",,
Nexion,https://www.crunchbase.com/organization/nexion-0b6a,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",Software,,,,,,Software,"San Francisco, California, United States",
Digital Holdings,https://www.crunchbase.com/organization/digital-will-trust,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Financial Services, Health Care, Professional Services, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), FinTech, Funerals, Legal, Legal Tech, Software",,
Coin.fi,https://www.crunchbase.com/organization/coin-fi,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other",,,,,,"Blockchain, FinTech",,
"Exclus, Co.",https://www.crunchbase.com/organization/excl-us,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,3,,,,,,,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US","Advertising, Education, Sales and Marketing, Software",,,,,,"Advertising, Education, SaaS","Miami, Florida, United States",
SparkMojo,https://www.crunchbase.com/organization/sparkmojo,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)",Education,,,,,,"Education, Training","Armagh, Armagh, United Kingdom",
doctorsClub,https://www.crunchbase.com/organization/doctorsclub,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Health Care,,,,,,Health Care,"Pune, Maharashtra, India",
Cold,https://www.crunchbase.com/organization/cold-8137,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,,"Sales and Marketing, Software",,,,,,"Productivity Tools, SaaS, Sales",,
Twini,https://www.crunchbase.com/organization/twini,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,2,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Content Creators, E-Commerce Platforms, SaaS, Sales, Software","Milan, Lombardia, Italy",
DataDrop,https://www.crunchbase.com/organization/datadrop,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Software",,,,,,"Financial Services, Information Technology, Software","Pfaffikon, Zurich, Switzerland",
Dizzbe,https://www.crunchbase.com/organization/dizzbe,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), E-Commerce, Machine Learning","Atlanta, Georgia, United States",
Empowering Security and Safety Managers,https://www.crunchbase.com/organization/pilser,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Administrative Services, Government and Military, Information Technology, Internet Services, Privacy and Security, Software",,,,,,"Information Technology, Physical Security, Public Safety, SaaS, Software, Web Browsers","Tel Aviv, Tel Aviv, Israel",
Platinum Executives,https://www.crunchbase.com/organization/platinum-executives,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",Professional Services,,,,,,Consulting,"Fort Myers, Florida, United States",
SoundIMAGE,https://www.crunchbase.com/organization/soundimage,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,2,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software, Video",,,,,,"Artificial Intelligence (AI), Audio Recording and Production, Film Production","Vancouver, British Columbia, Canada",
Hey Revia,https://www.crunchbase.com/organization/hey-revia,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Call Center, Software",,
TALENTSWIDE,https://www.crunchbase.com/organization/talentswide,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,"Paris, Ile-de-France, France",
Bio Fertilizers Technology,https://www.crunchbase.com/organization/bio-fertilizers-technology,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,,"Agriculture and Farming, Health Care, Manufacturing, Sustainability",,,,,,"Agriculture, Fertility, Manufacturing, Organic",,
DARE Venture Group,https://www.crunchbase.com/organization/dare-venture-group,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Australasia","Financial Services, Lending and Investments, Sales and Marketing",,,,,,"Marketing, Venture Capital","Melbourne, Victoria, Australia",
Namalab,https://www.crunchbase.com/organization/namalab,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,Latin America,"Biotechnology, Manufacturing, Science and Engineering",,,,,,"Advanced Materials, Biotechnology, Nanotechnology, Plastics and Rubber Manufacturing","Guadalajara, Jalisco, Mexico",
Channl,https://www.crunchbase.com/organization/channl,,Private,For Profit,11-50,,,,,2024-08-01,day,Active,,,4,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Community and Lifestyle, Internet Services, Media and Entertainment, Music and Audio",,,,,,"Communities, Digital Entertainment, Music, Social Media","Manhattan Beach, California, United States",
Phoenix 3 Consulting,https://www.crunchbase.com/organization/phoenix-3-consulting,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Great Lakes, Midwestern US",Professional Services,,,,,,Consulting,"Cleveland, Ohio, United States",
Frameloop AI,https://www.crunchbase.com/organization/frameloop-ai,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",,,,,,"Artificial Intelligence (AI), Content Marketing, Generative AI, Machine Learning, Natural Language Processing, Software, Video, Video Editing","Noida, Uttar Pradesh, India",
Conwai,https://www.crunchbase.com/organization/conwai,,Private,,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,"Singapore, Central Region, Singapore",
Greenworthy Corporation,https://www.crunchbase.com/organization/greenworthy-corporation,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,,Professional Services,,,,,,Consulting,,
Trevobuddy.com,https://www.crunchbase.com/organization/trevobuddy-com,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,Southern US,Travel and Tourism,,,,,,"Adventure Travel, Travel, Travel Agency","California, Kentucky, United States",
Interactively,https://www.crunchbase.com/organization/interactively,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Miami Area, East Coast, Southern US","Data and Analytics, Design, Other, Sales and Marketing, Software",,,,,,"Marketing, Product Design, Product Management, Product Research, SaaS, Sales","Miami, Florida, United States",
ChainTalent,https://www.crunchbase.com/organization/chaintalent,,Private,For Profit,11-50,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Blockchain and Cryptocurrency, Internet Services, Science and Engineering, Software",,,,,,"Software Engineering, Web3","Tel Aviv, Tel Aviv, Israel",
EireDigital,https://www.crunchbase.com/organization/eiredigital,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Advertising, Sales and Marketing",,,,,,"Advertising, Digital Marketing, Marketing","Dublin, Dublin, Ireland",
OfficiallyRefurbished.com,https://www.crunchbase.com/organization/officiallyrefurbished-com,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Software",,,,,,"E-Commerce, Information Technology, Software",,
byee,https://www.crunchbase.com/organization/buildyoueligible,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Information Technology, Other, Software",,,,,,"Information Technology, Professional Services, Software","Alappuzha, Kerala, India",
PushNshop,https://www.crunchbase.com/organization/pushnshop,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Greater Philadelphia Area, East Coast, Southern US",,,,,,,,"New Castle, Delaware, United States",
JobXRecruiter,https://www.crunchbase.com/organization/jobxrecruiter,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Human Resources",,
Storpix,https://www.crunchbase.com/organization/storpix,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Apps, Content and Publishing, Media and Entertainment, Software",,,,,,"Photo Sharing, Software, Web Apps","Trabzon, Trabzon, Turkey",
Coheven,https://www.crunchbase.com/organization/coheven,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Events, Media and Entertainment, Other, Software",,,,,,"Event Management, Events, Marketplace, Service Industry, Software",,
DrawMy.Pet,https://www.crunchbase.com/organization/drawmy-pet,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwafty,https://www.crunchbase.com/organization/kwafty,,Private,,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,Western US,,,,,,,,"Sheridan, Wyoming, United States",
Kitoopia,https://www.crunchbase.com/organization/kitoopia,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Information Technology,,,,,,Information Technology,,
Bricks,https://www.crunchbase.com/organization/bricks-6538,,Private,Non-profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bearseoservices,https://www.crunchbase.com/organization/bearseoservices,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,,"Internet Services, Sales and Marketing",,,,,,"Digital Marketing, SEO",,
Luna Health,https://www.crunchbase.com/organization/luna-health,,Private,For Profit,1-10,,Pre-Seed,2024-08-01,,2024-08-01,day,Active,,,,1,Seed,,,,,,,Pre-Seed,,,,,,,,,,,,,,,,,,
AIPriceHistory,https://www.crunchbase.com/organization/aipricehistory,,Private,Non-profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Information Technology,,,,,,Information Technology,"Chennai, Tamil Nadu, India",
Dojipedia.com,https://www.crunchbase.com/organization/dojipedia-com,,Private,Non-profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Financial Services,,,,,,Financial Services,,
RespexTech,https://www.crunchbase.com/organization/respextech-inc,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",,,,,,,,"Staunton, Virginia, United States",
Cara,https://www.crunchbase.com/organization/cara-9969,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Software",,,,,,"Generative AI, Software","Berkeley, California, United States",
The Ad Spend,https://www.crunchbase.com/organization/the-ad-spend,,Private,For Profit,11-50,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US",Software,,,,,,Software,"Los Angeles, California, United States",
StartupBolt,https://www.crunchbase.com/organization/startupbolt,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Software,,,,,,SaaS,,
Good Seats,https://www.crunchbase.com/organization/good-seats,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,2,,,,,,,,,,,,,,,,,,,"Events, Media and Entertainment",,,,,,Ticketing,,
simplyAI n.e.V.,https://www.crunchbase.com/organization/simplyai-n-e-v,,Private,Non-profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Information Technology,,,,,,IT Management,"Munich, Bayern, Germany",
Valid Owners,https://www.crunchbase.com/organization/valid-owners,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Data and Analytics, Sales and Marketing, Software",,,,,,"Database, Email Marketing, Lead Generation","Jessore, Khulna, Bangladesh",
Toast Tracker,https://www.crunchbase.com/organization/toast-tracker,,Private,Non-profit,,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolution Lab,https://www.crunchbase.com/organization/evolution-lab,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Apps, Education, Health Care, Mobile, Software",,,,,,"Mental Health, Mobile Apps, Personal Development, Software, Web Apps, Wellness","Limassol, Limassol, Cyprus",
ContentForce AI,https://www.crunchbase.com/organization/contentforce-ai,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,Media and Entertainment,,,,,,Media and Entertainment,,
Sheets.Market,https://www.crunchbase.com/organization/sheets-market,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP1+,https://www.crunchbase.com/organization/mp1-790a,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",Administrative Services,,,,,,Human Resources,"Dover, Delaware, United States",
Game Central,https://www.crunchbase.com/organization/game-central,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,Midwestern US,,,,,,,,"Davenport, Iowa, United States",
Origin Speech Therapy,https://www.crunchbase.com/organization/origin-speech-therapy,,Private,,,,,,,2024-08-01,month,Active,,,2,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,"San Francisco, California, United States",
Vrmow,https://www.crunchbase.com/organization/vrmow,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Internet Services, Real Estate, Software",,,,,,"Internet, Real Estate, Software",,
The Icon Set,https://www.crunchbase.com/organization/the-icon-set,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)",Design,,,,,,"Graphic Design, Product Design, Web Design","London, England, United Kingdom",
New Era Project,https://www.crunchbase.com/organization/new-era-project,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZANA,https://www.crunchbase.com/organization/izana,,Private,For Profit,,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software",,,,,,"Electronics, Machinery Manufacturing, Robotics, Sensor","Nagoya, Aichi, Japan",
Flux 1,https://www.crunchbase.com/organization/flux-1,,Private,,,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleepify,https://www.crunchbase.com/organization/bleepify,,Private,Non-profit,,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniped,https://www.crunchbase.com/organization/uniped,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Information Technology, Sales and Marketing",,,,,,"Information Technology, Marketing","London, England, United Kingdom",
Auto Hyre,https://www.crunchbase.com/organization/auto-hyre,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Information Technology,,,,,,Information Technology,"Bengaluru, Karnataka, India",
Placeform,https://www.crunchbase.com/organization/placeform,,Private,For Profit,11-50,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hacker Bargains,https://www.crunchbase.com/organization/hacker-bargains,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Sales and Marketing, Software",,,,,,"Digital Marketing, Software",,
MJDigitalinnovation,https://www.crunchbase.com/organization/mjdigitalinnovation,,Private,,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospera Capital,https://www.crunchbase.com/organization/prospera-capital-b421,,Private,For Profit,1-10,,,,,2024-08-01,month,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyDevAgent,https://www.crunchbase.com/organization/mydevagent,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Information Technology",,,,,,"Generative AI, Information Technology",,
Expigogo,https://www.crunchbase.com/organization/expigogo,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parakeet AI,https://www.crunchbase.com/organization/parakeet-ai,,Private,Non-profit,,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dating Photo AI,https://www.crunchbase.com/organization/dating-photo-ai,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Beauty, Dating, Lifestyle, Software",,
Talentdu,https://www.crunchbase.com/organization/talentdu,,Private,For Profit,1-10,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US",Education,,,,,,"Corporate Training, Education, Training","New York, New York, United States",
Azide,https://www.crunchbase.com/organization/azide,,Private,For Profit,,,,,,2024-08-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"European Union (EU), Nordic Countries, Scandinavia",,,,,,,,"Copenhagen, Hovedstaden, Denmark",
