Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Plus500,https://www.crunchbase.com/organization/plus500,Growing,Private,For Profit,501-1000,Made Acquisitions,Post-IPO Equity,2018-09-25,,2008-01-01,year,Active,,,1,1,,152000000,USD,152000000,152000000,USD,152000000,Post-IPO Equity,152000000,USD,152000000,152000000,USD,152000000,BlackRock,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Financial Services, Lending and Investments, Mobile, Payments, Software",,High,,,,"Finance, Financial Services, FinTech, Mobile Payments, Trading Platform","Tel Aviv, Tel Aviv, Israel",
Elum Energy,https://www.crunchbase.com/organization/elum-energy,,Private,For Profit,51-100,,Series B,2024-09-10,,2016-01-01,year,Active,,,1,4,Early Stage Venture,13000000,USD,13000000,13000000,USD,13000000,Series B,13000000,USD,13000000,13000000,USD,13000000,"Cota Capital, Energize Capital, XAnge, Alter Equity 3P, AGORANOV",6,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Professional Services, Science and Engineering, Software, Sustainability",,,,,,"Artificial Intelligence (AI), Energy, Environmental Consulting, Renewable Energy, Solar","Paris, Ile-de-France, France",
Insilico Medicine,https://www.crunchbase.com/organization/insilico-medicine,Growing,Private,For Profit,101-250,,Series D,2022-08-10,,2014-01-01,month,Active,,,1,11,Late Stage Venture,35000000,USD,35000000,35000000,USD,35000000,Series D,400100000,USD,400100000,401300000,USD,401300000,"Warburg Pincus, Deerfield, Qiming Venture Partners, WuXi AppTec, Sequoia Capital China",33,Asia-Pacific (APAC),"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,Medium,,,,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Hong Kong, Hong Kong Island, Hong Kong",
Function Health,https://www.crunchbase.com/organization/function-health,Growing,Private,For Profit,11-50,,Series A,2024-06-25,,2021-06-01,month,Active,,,1,4,Early Stage Venture,53000000,USD,53000000,53000000,USD,53000000,Series A,56000000,USD,56000000,56000000,USD,56000000,"Andreessen Horowitz, Jeff Dean, Spacecadet Ventures, G9 Ventures, 53 Stations",24,"Greater Los Angeles Area, West Coast, Western US",Health Care,,High,,,,Health Care,"Los Angeles, California, United States",
Openwater,https://www.crunchbase.com/organization/openwater-93e3,,Private,For Profit,11-50,,Venture - Series Unknown,2024-08-22,,2016-01-01,year,Active,,,1,3,,54000000,USD,54000000,54000000,USD,54000000,Venture - Series Unknown,76000000,USD,76000000,76000000,USD,76000000,"Khosla Ventures, Bold Capital Partners, Plum Alley, Esther Dyson, KittyHawk",18,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Health Care, Manufacturing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Manufacturing, Medical Device, Software","San Francisco, California, United States",
Zelis,https://www.crunchbase.com/organization/zelis-healthcare,Growing,Private,For Profit,1001-5000,Made Acquisitions,Private Equity,2020-01-05,,2016-01-01,month,Active,,,1,2,Private Equity,20145310,USD,20145310,20145310,USD,20145310,Private Equity,20145310,USD,20145310,20145310,USD,20145310,"Bain Capital Ventures, Bain Capital Private Equity, Parthenon Capital Partners, BPEA",4,"Greater New York Area, East Coast, Northeastern US","Financial Services, Health Care",,,,,,"Finance, FinTech, Health Care","Bedminster, New Jersey, United States",
Clarium,https://www.crunchbase.com/organization/clarium,,Private,For Profit,11-50,,Venture - Series Unknown,2024-08-20,,2020-01-01,year,Active,,,1,2,,10500000,USD,10500000,10500000,USD,10500000,Venture - Series Unknown,10500000,USD,10500000,10500000,USD,10500000,"General Catalyst, Alumni Ventures, 1984 Ventures, Liquid 2 Ventures, Kaiser Permanente Ventures",8,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Health Care, Hospital","New York, New York, United States",
SHINE Technologies,https://www.crunchbase.com/organization/shine-medical-technologies,,Private,For Profit,251-500,Made Acquisitions,Grant,2024-08-26,,2005-01-01,year,Active,,,1,19,Late Stage Venture,1099681,USD,1099681,150000000,USD,150000000,Series C,432715962,USD,432715962,775311627,USD,775311627,"Fidelity, Alumni Ventures, Deerfield, US Department of Energy, National Science Foundation",12,"Great Lakes, Midwestern US","Biotechnology, Energy, Health Care, Manufacturing, Science and Engineering",$1B to $10B,,,,,"Biotechnology, Energy, Health Care, Manufacturing, Medical, Medical Device","Janesville, Wisconsin, United States",
DHL,https://www.crunchbase.com/organization/dhl,,Private,For Profit,10001+,Made Acquisitions,Corporate Round,2019-12-20,,1969-09-25,day,Active,,,1,1,,32000000,SEK,3402048,32000000,SEK,3402048,Corporate Round,32000000,SEK,3402048,32000000,SEK,3402048,Catena,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Sales and Marketing, Transportation",,,,,,"Courier Service, Delivery Service, Local Business, Logistics, Supply Chain Management","Bonn, Nordrhein-Westfalen, Germany",5
E-Pal,https://www.crunchbase.com/organization/e-pal,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-05,,2020-01-01,year,Active,,,1,2,,30000000,USD,30000000,30000000,USD,30000000,Venture - Series Unknown,33000000,USD,33000000,33000000,USD,33000000,"Tuna, New Heights Fund, MBK Capital, Sky Mantra, Andreessen Horowitz",25,"Greater Los Angeles Area, West Coast, Western US","Gaming, Internet Services",,Medium,,,,"Gaming, Internet, Online Games, Social Network","Irvine, California, United States",
ALOHA,https://www.crunchbase.com/organization/aloha-c6c2,,Private,For Profit,11-50,,Secondary Market,2024-03-22,,2017-09-05,day,Active,,,1,3,Early Stage Venture,68500000,USD,68500000,,,,Series B,,,,68500000,USD,68500000,"Emil Capital Partners, SEMCAP, Angel Capital Management, Alexander Rittweger, Chris Scoggins",10,"East Coast, New England, Northeastern US","Food and Beverage, Health Care, Sports",,,,,,"Fitness, Food and Beverage, Nutrition, Organic Food, Snack Food, Wellness","Darien, Connecticut, United States",
EarnIn,https://www.crunchbase.com/organization/earnin,,Private,For Profit,101-250,Made Acquisitions,Series C,2018-12-20,,2012-01-01,year,Active,,,1,4,Late Stage Venture,125000000,USD,125000000,125000000,USD,125000000,Series C,190099999,USD,190099999,190099999,USD,190099999,"Andreessen Horowitz, Felicis, Coatue, Matrix, Spark Capital",12,"San Francisco Bay Area, Silicon Valley, West Coast","Administrative Services, Financial Services, Health Care, Mobile, Payments, Software",$500M to $1B,,,,,"Employee Benefits, Financial Services, FinTech, Mobile Payments","Palo Alto, California, United States",
TraceLink,https://www.crunchbase.com/organization/tracelink,,Private,For Profit,501-1000,Made Acquisitions,Series D,2018-08-21,,2009-01-01,year,Active,,,1,7,Late Stage Venture,93000000,USD,93000000,93000000,USD,93000000,Series D,230200828,USD,230200828,233859751,USD,233859751,"Goldman Sachs, F-Prime Capital, Georgian, Volition Capital, GS Growth",9,"Greater Boston Area, East Coast, New England","Software, Transportation",$500M to $1B,,,,,"Developer Platform, SaaS, Supply Chain Management","North Reading, Massachusetts, United States",
Kyriba,https://www.crunchbase.com/organization/kyriba,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Series E,2017-09-27,,2000-01-01,year,Active,,,1,11,M&A,45000000,USD,45000000,45000000,USD,45000000,Series E,152500000,USD,152500000,152500000,USD,152500000,"HSBC, Commerzbank, Bpifrance, Mitsubishi UFJ Capital, Coface",12,"Greater San Diego Area, West Coast, Western US","Financial Services, Payments, Professional Services, Software",$100M to $500M,,,,,"Enterprise Software, Finance, Financial Services, FinTech, Payments, Risk Management, SaaS, Software","San Diego, California, United States",
XII Medical,https://www.crunchbase.com/organization/xii-medical,,Private,For Profit,11-50,,Series B,2024-08-21,,2017-01-01,year,Active,,,1,2,Early Stage Venture,45000000,USD,45000000,45000000,USD,45000000,Series B,75000000,USD,75000000,75000000,USD,75000000,"Cleveland Clinic, Ajax Health, CincyTech, Omega Funds, Intuitive Ventures",8,"San Francisco Bay Area, Silicon Valley, West Coast",Health Care,,,,,,"Health Care, Medical Device, Wellness","Union City, California, United States",
Insitro,https://www.crunchbase.com/organization/insitro,Growing,Private,For Profit,101-250,Made Acquisitions,Series C,2021-03-15,,2018-01-01,year,Active,,,1,3,Late Stage Venture,400000000,USD,400000000,400000000,USD,400000000,Series C,643000000,USD,643000000,643000000,USD,643000000,"BlackRock, Andreessen Horowitz, CPP Investments, WuXi AppTec, Mubadala",19,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,High,,,,"Biotechnology, Health Care, Life Science, Machine Learning, Pharmaceutical, Therapeutics","South San Francisco, California, United States",
Sovos,https://www.crunchbase.com/organization/sovos-compliance,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Private Equity,2024-03-22,,1979-01-01,year,Active,,,1,7,M&A,23470831,USD,23470831,23470831,USD,23470831,Private Equity,118796997,USD,118796997,118796997,USD,118796997,"TA Associates, Gero Wittemann",2,"Greater Boston Area, East Coast, New England","Financial Services, Software",,High,,,,"Enterprise Resource Planning (ERP), Enterprise Software, Financial Services, Software","Wilmington, Massachusetts, United States",
F2G,https://www.crunchbase.com/organization/f2g,Growing,Private,For Profit,11-50,,Series H,2024-09-12,,1998-01-01,year,Active,,,1,13,Late Stage Venture,100000000,USD,100000000,100000000,USD,100000000,Series H,353472137,USD,353472137,383319362,USD,383319362,"Innovate UK, European Investment Bank, Forbion Capital Partners, Sofinnova Partners, Morningside Venture Investments",22,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Genetics, Health Care, Medical, Pharmaceutical","Manchester, Manchester, United Kingdom",
Catalyst OrthoScience,https://www.crunchbase.com/organization/catalyst-orthoscience,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-10,,2014-01-01,year,Active,,,1,8,,20000000,USD,20000000,20000000,USD,20000000,Venture - Series Unknown,67469765,USD,67469765,67469765,USD,67469765,"IrishAngels, Bridge Bank, RC Capital, Tamiami Angel Funds, Mutual Capital Partners",5,"East Coast, Southern US",Health Care,,,,,,"Health Care, Medical, Medical Device","Naples, Florida, United States",
Coast,https://www.crunchbase.com/organization/coast-967f,,Private,For Profit,101-250,,Series B,2024-07-18,,2020-01-01,year,Active,,,1,5,Early Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series B,98500000,USD,98500000,165500000,USD,165500000,"Accel, Insight Partners, Bessemer Venture Partners, Flexport, ICONIQ Growth",18,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments, Payments, Transportation",,,,,,"Credit Cards, Financial Services, FinTech, Fleet Management, Payments","New York, New York, United States",
Krutrim,https://www.crunchbase.com/organization/krutrim-si-designs,Growing,Private,For Profit,101-250,,Series A,2024-01-26,,2023-01-01,year,Active,,,1,2,Early Stage Venture,50000000,USD,50000000,50000000,USD,50000000,Series A,50000000,USD,50000000,74000000,USD,74000000,"Matrix Partners India, Bhavish Aggarwal",2,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",,Medium,,,,"Artificial Intelligence (AI), Cloud Data Services, Cloud Infrastructure","Bangalore, Karnataka, India",
Ivalua,https://www.crunchbase.com/organization/ivalua,Growing,Private,For Profit,501-1000,Made Acquisitions,Private Equity,2019-05-21,,2000-01-01,year,Active,,,1,3,Private Equity,60000000,USD,60000000,60000000,USD,60000000,Private Equity,134378999,USD,134378999,134378999,USD,134378999,"Kohlberg Kravis Roberts, Tiger Global Management, Ardian",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Software, Transportation",,,,,,"Procurement, SaaS, Software","Massy, Ile-de-France, France",
Skydo,https://www.crunchbase.com/organization/skydo,Growing,Private,For Profit,1-10,,Seed,2024-08-13,,2022-01-01,year,Active,,,1,2,Seed,5000000,USD,5000000,5000000,USD,5000000,Seed,10200000,USD,10200000,10200000,USD,10200000,"Elevation Capital, Speciale Invest, Eximius Ventures",3,Asia-Pacific (APAC),"Financial Services, Payments",,,,,,"Financial Services, Payments","Bengaluru, Karnataka, India",
Flower,https://www.crunchbase.com/organization/krafthem,,Private,For Profit,11-50,,Series A,2024-08-14,,2020-05-28,day,Active,,,1,4,Early Stage Venture,25000000,SEK,2386822,25000000,SEK,2386822,Series A,11313732,USD,11313732,11313732,USD,11313732,"Zebkei Invest, 82an Invest, Ellevio, Northzone, 41an Invest",7,"European Union (EU), Nordic Countries, Scandinavia","Artificial Intelligence (AI), Data and Analytics, Energy, Science and Engineering, Software, Sustainability",,,,,,"Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Hydroelectric, Power Grid","Stockholm, Stockholms Lan, Sweden",
Tink,https://www.crunchbase.com/organization/tink,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2020-12-11,,2012-06-12,day,Active,,,1,7,M&A,85000000,EUR,102947695,85000000,EUR,102947695,Venture - Series Unknown,308432162,USD,308432162,308432162,USD,308432162,"Eurazeo, PayPal, Insight Partners, PayPal Ventures, Heartcore Capital",16,"European Union (EU), Nordic Countries, Scandinavia","Financial Services, Lending and Investments",,,,,,"Banking, Financial Services, FinTech","Stockholm, Stockholms Lan, Sweden",
Northspyre,https://www.crunchbase.com/organization/northspyre,Growing,Private,For Profit,51-100,,Series B,2022-02-11,,2017-01-01,year,Active,,,1,2,Early Stage Venture,25000000,USD,25000000,25000000,USD,25000000,Series B,32500000,USD,32500000,32500000,USD,32500000,"Craft Ventures, CRV, Tamarisc Ventures, Des Traynor",4,"Greater New York Area, East Coast, Northeastern US","Administrative Services, Health Care, Information Technology, Other",,,,,,"Assistive Technology, Information Technology, Project Management","Brooklyn, New York, United States",
Cross River Bank,https://www.crunchbase.com/organization/cross-river-bank,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2023-11-01,Investment Bank,2008-01-01,year,Active,,,1,7,Late Stage Venture,,,,620000000,USD,620000000,Series D,775000000,USD,775000000,908000000,USD,908000000,"Andreessen Horowitz, Kohlberg Kravis Roberts, T. Rowe Price, VCI Global, IPOSharks",15,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments",,Medium,,,,"Banking, Financial Services, FinTech","Fort Lee, New Jersey, United States",14
Gynger,https://www.crunchbase.com/organization/gynger-io,,Private,For Profit,11-50,,Debt Financing,2024-06-20,,2021-06-01,month,Active,,,1,4,Early Stage Venture,100000000,USD,100000000,20000000,USD,20000000,Series A,31700000,USD,31700000,141700000,USD,141700000,"Quiet Capital, Gradient, PayPal Ventures, Vine Ventures, Upper90",10,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Sales and Marketing, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Billing, Finance, Financial Services, FinTech, Information Technology, Lending, Payments, Sales Automation, Software","New York, New York, United States",
Clipboard Health,https://www.crunchbase.com/organization/clipboard-health,Growing,Private,For Profit,501-1000,,Series C,2022-02-01,,2016-01-01,year,Active,,,1,5,Late Stage Venture,30000000,USD,30000000,30000000,USD,30000000,Series C,94120000,USD,94120000,94120000,USD,94120000,"Sequoia Capital, Y Combinator, Spark Capital, Liquid 2 Ventures, Elad Gil",13,"San Francisco Bay Area, West Coast, Western US","Commerce and Shopping, Health Care",,,,,,"Health Care, Marketplace, Medical","San Francisco, California, United States",
SmartRecruiters,https://www.crunchbase.com/organization/smartrecruiters,Growing,Private,For Profit,501-1000,Made Acquisitions,Series E,2021-07-20,,2010-01-01,year,Active,,,1,6,Late Stage Venture,110000000,USD,110000000,110000000,USD,110000000,Series E,225009956,USD,225009956,225009956,USD,225009956,"Insight Partners, Mayfield Fund, Salesforce Ventures, Acadian Ventures, Silver Lake Waterman",11,"San Francisco Bay Area, West Coast, Western US","Administrative Services, Professional Services, Software",$1B to $10B,Medium,,,,"Enterprise Software, Human Resources, Recruiting, SaaS, Social Recruiting","San Francisco, California, United States",
WorkOS,https://www.crunchbase.com/organization/workos,Growing,Private,For Profit,51-100,Made Acquisitions,Series B,2022-06-01,,2019-01-01,year,Active,,,1,4,Early Stage Venture,80000000,USD,80000000,80000000,USD,80000000,Series B,95000000,USD,95000000,95000000,USD,95000000,"Greenoaks, Lightspeed Venture Partners, Abstract Ventures, SV Angel, Ballistic Ventures",17,"San Francisco Bay Area, West Coast, Western US","Information Technology, Platforms, Software",,Medium,,,,"Developer APIs, Developer Tools, Information Technology, Operating Systems","San Francisco, California, United States",
FC Barcelona,https://www.crunchbase.com/organization/fcbarcelona,,Private,Non-profit,251-500,,Private Equity,2022-07-04,,1899-01-01,year,Active,,,1,1,Private Equity,207500000,EUR,216481154,207500000,EUR,216481154,Private Equity,207500000,EUR,216481154,207500000,EUR,216481154,Sixth Street,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Sports,,,,,,"Recreation, Soccer, Sports, Sports Leagues and Teams","Barcelona, Catalonia, Spain",
Electra,https://www.crunchbase.com/organization/electrasteel,,Private,For Profit,101-250,,Grant,2023-04-17,,2020-01-01,year,Active,,,1,5,,,,,,,,Corporate Round,113250000,USD,113250000,113505996,USD,113505996,"Amazon, Breakthrough Energy Ventures, Lowercarbon Capital, National Science Foundation, S2G Ventures",12,"Greater Denver Area, Western US","Energy, Manufacturing, Sustainability",,,,,,"Energy, Industrial, Renewable Energy","Boulder, Colorado, United States",
KNIME,https://www.crunchbase.com/organization/knime,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2024-08-06,,2008-01-01,year,Active,,,1,2,,30000000,USD,30000000,30000000,USD,30000000,Venture - Series Unknown,51474942,USD,51474942,51474942,USD,51474942,Invus,1,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning","Zürich, Zurich, Switzerland",
Ava Labs,https://www.crunchbase.com/organization/ava-labs,,Private,For Profit,101-250,,Initial Coin Offering,2021-09-16,,2018-01-01,year,Active,,,1,6,,230000000,USD,230000000,230000000,USD,230000000,Initial Coin Offering,290000000,USD,290000000,290000000,USD,290000000,"Andreessen Horowitz, Polychain, Lemniscap, Bitmain, Galaxy Digital",21,"Greater New York Area, East Coast, Northeastern US","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), FinTech, Internet, Non-Fungible Token (NFT), Smart Contracts","New York, New York, United States",22
Weee!,https://www.crunchbase.com/organization/weee,,Private,For Profit,501-1000,Made Acquisitions,Series E,2022-02-28,,2015-06-01,month,Active,,,1,8,Late Stage Venture,425000000,USD,425000000,425000000,USD,425000000,Series E,862750000,USD,862750000,862750000,USD,862750000,"Lightspeed Venture Partners, Tiger Global Management, Amino Capital, Blackstone Group, Goodwater Capital",14,"San Francisco Bay Area, Silicon Valley, West Coast","Commerce and Shopping, Food and Beverage",,,,,,"E-Commerce, Grocery, Retail","Fremont, California, United States",
InCred,https://www.crunchbase.com/organization/incred,,Private,For Profit,1001-5000,Made Acquisitions,Series D,2023-11-09,,2016-01-01,year,Active,,,1,10,Late Stage Venture,5000000000,INR,60011517,5000000000,INR,60011517,Series D,239033058,USD,239033058,318359038,USD,318359038,"Moore Strategic Ventures, FMO, Sattva Group, OAKS Asset Management, Paragon Partners, India",23,Asia-Pacific (APAC),"Financial Services, Lending and Investments",,,,,,"Banking, Consumer Lending, Finance, Financial Services, FinTech, Lending","Mumbai, Maharashtra, India",13
Kinetic Green,https://www.crunchbase.com/organization/kinetic-green,,Private,For Profit,5001-10000,,Debt Financing,2024-08-01,,2015-01-01,year,Active,,,1,2,Early Stage Venture,1010000000,INR,12067886,670000000,INR,8005429,Series A,670000000,INR,8005429,1680000000,INR,20073315,Greater Pacific Capital,1,Asia-Pacific (APAC),"Manufacturing, Transportation",,,,,,"Automotive, Electric Vehicle, Manufacturing","Pune, Maharashtra, India",
NanoSyrinx,https://www.crunchbase.com/organization/nanosyrinx,,Private,For Profit,1-10,,Series A,2024-09-10,,2018-01-01,year,Active,,,1,3,Early Stage Venture,10000000,GBP,13098280,10000000,GBP,13098280,Series A,16200000,GBP,21572277,16200000,GBP,21572277,"Eli Lilly, Future Planet Capital, Business Growth Fund, Octopus Ventures, M Ventures",10,"Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Medical, Therapeutics","Coventry, Coventry, United Kingdom",
Alma,https://www.crunchbase.com/organization/alma-health,,Private,For Profit,251-500,,Series D,2022-08-23,,2018-01-01,year,Active,,,1,5,Late Stage Venture,130000000,USD,130000000,130000000,USD,130000000,Series D,220500000,USD,220500000,220500000,USD,220500000,"Insight Partners, First Round Capital, Scott Belsky, Primary Venture Partners, Optum Ventures",13,"Greater New York Area, East Coast, Northeastern US",Health Care,,,,,,"Health Care, Medical, Mental Health, Wellness","New York, New York, United States",
Snapdocs,https://www.crunchbase.com/organization/snapdocs,Growing,Private,For Profit,251-500,,Series D,2021-05-25,,2012-01-01,year,Active,,,1,6,Late Stage Venture,150000000,USD,150000000,150000000,USD,150000000,Series D,253000054,USD,253000054,253000054,USD,253000054,"DocuSign, Sequoia Capital, Y Combinator, Wellington Management, Tiger Global Management",20,"San Francisco Bay Area, West Coast, Western US","Financial Services, Real Estate, Software",,,,,,"FinTech, Mortgage, PropTech, Real Estate, Residential, Software","San Francisco, California, United States",
Macquarie,https://www.crunchbase.com/organization/macquarie,Growing,Private,For Profit,101-250,,Debt Financing,2023-04-18,,2006-01-01,year,Active,,,1,1,,500000000,USD,500000000,,,,,,,,500000000,USD,500000000,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Science and Engineering",,Medium,,,,"Aerospace, Finance, Financial Services","Dublin, Dublin, Ireland",
Natron Energy,https://www.crunchbase.com/organization/alveo-energy,Growing,Private,For Profit,101-250,,Venture - Series Unknown,2024-01-10,,2012-01-01,year,Active,,,1,7,,189331184,USD,189331184,189331184,USD,189331184,Venture - Series Unknown,297208584,USD,297208584,297208584,USD,297208584,"Khosla Ventures, Nabors, Liberty Oilfield Services, United Airlines, +ND Capital",10,"San Francisco Bay Area, Silicon Valley, West Coast","Energy, Sustainability",,Medium,,,,"Battery, CleanTech, Energy, Energy Storage, Renewable Energy","Santa Clara, California, United States",
The Bank of London,https://www.crunchbase.com/organization/the-bank-of-london,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2024-09-08,,2018-01-01,year,Active,,,1,3,,42000000,GBP,55151476,42000000,GBP,55151476,Venture - Series Unknown,184864097,USD,184864097,184864097,USD,184864097,"Mangrove Capital Partners, 14W, ForgeLight",3,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Banking, Financial Services, FinTech","City Of London, England, United Kingdom",
Alibaba Cloud,https://www.crunchbase.com/organization/alibaba-cloud,Growing,Private,For Profit,10001+,Made Acquisitions,Series B,2015-07-29,,2009-09-10,day,Active,,,1,2,Early Stage Venture,1000000000,USD,1000000000,1000000000,USD,1000000000,Series B,1200000000,USD,1200000000,1200000000,USD,1200000000,Alibaba Group,1,Asia-Pacific (APAC),"Data and Analytics, Hardware, Information Technology, Internet Services, Software",,,,,,"Cloud Data Services, Cloud Management, Data Center, Data Management, Software","Hangzhou, Zhejiang, China",8
Diraq,https://www.crunchbase.com/organization/diraq,Growing,Private,For Profit,11-50,,Series A,2024-06-25,,2022-05-01,month,Active,,,1,3,Early Stage Venture,10500000,AUD,6998283,10500000,AUD,6998283,Series A,70500000,AUD,47871433,70500000,AUD,47871433,"University of New South Wales, Main Sequence Ventures, Uniseed, Taronga Ventures, UniSuper",10,"Asia-Pacific (APAC), Australasia","Consumer Electronics, Hardware, Science and Engineering, Software",,High,,,,"Computer, Hardware, Quantum Computing, Semiconductor, Software","Sydney, New South Wales, Australia",
Vuori,https://www.crunchbase.com/organization/vuori,Growing,Private,For Profit,1001-5000,,Venture - Series Unknown,2021-10-13,,2013-01-01,year,Active,,,1,2,,400000000,USD,400000000,400000000,USD,400000000,Venture - Series Unknown,445000000,USD,445000000,445000000,USD,445000000,"Norwest Venture Partners, SoftBank Vision Fund",2,"Greater San Diego Area, West Coast, Western US","Clothing and Apparel, Commerce and Shopping, Design, Sales and Marketing",,High,,,,"Apparel, Brand Marketing, E-Commerce, Fashion, Marketing, Retail, Sales","Encinitas, California, United States",
Settle,https://www.crunchbase.com/organization/settle-ca56,,Private,For Profit,51-100,,Debt Financing,2023-07-25,,2019-11-01,month,Active,,,1,8,Early Stage Venture,145000000,USD,145000000,74999750,USD,74999750,Series B,95999750,USD,95999750,520999750,USD,520999750,"Atalaya Capital, Founders Fund, Kleiner Perkins, Stripes, Activant Capital",19,"San Francisco Bay Area, West Coast, Western US","Financial Services, Other, Payments, Professional Services, Software",,,,,,"B2B, Finance, Financial Services, FinTech, Management Consulting, Payments, Software","San Francisco, California, United States",
Balbix,https://www.crunchbase.com/organization/balbix,Growing,Private,For Profit,101-250,,Series C,2022-03-01,,2015-01-01,year,Active,,,1,3,Late Stage Venture,70000000,USD,70000000,70000000,USD,70000000,Series C,101600000,USD,101600000,101600000,USD,101600000,"Mayfield Fund, Mubadala Capital Ventures, Third Point Ventures, Singtel Innov8, Redline Capital",14,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",$100M to $500M,,,,,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Network Security","San Jose, California, United States",
Current,https://www.crunchbase.com/organization/current-6,,Private,For Profit,101-250,,Series D,2021-04-27,,2015-06-21,day,Active,,,1,5,Late Stage Venture,220000000,USD,220000000,220000000,USD,220000000,Series D,402400000,USD,402400000,402400000,USD,402400000,"Andreessen Horowitz, Wellington Management, Tiger Global Management, Edward Lando, Avenir",21,"Greater New York Area, East Coast, Northeastern US","Financial Services, Lending and Investments",$1B to $10B,,,,,"Banking, Finance, Financial Services, FinTech","New York, New York, United States",
Accion,https://www.crunchbase.com/organization/accion-international,,Private,Non-profit,101-250,,Grant,2016-10-04,Private Equity Firm,1961-01-01,year,Active,,Private Equity,1,4,Private Equity,2000000,USD,2000000,,,,Private Equity,23000000,USD,23000000,25000000,USD,25000000,"International Finance Corporation, U.S. Department of the Treasury, Bamboo Capital Partners, Sagamore Investments",4,"Washington DC Metro Area, Southern US","Financial Services, Lending and Investments, Other, Social Impact",,,,,,"Asset Management, Finance, Financial Services, Impact Investing, Non Profit","Washington, District of Columbia, United States",28
